aaa
-0.297665904
-0.297665904
-0.297665904
-0.297665904
-0.297665904
-0.297665904
-0.297665904
-0.297665904
-0.297665904
-0.297665904
-0.297665904
-0.29765461
-0.297441184
-0.296810953
-0.295867364
-0.294784654
-0.293521198
-0.291926028
-0.289983679
-0.287806035
-0.285429202
-0.282777638
-0.279823124
-0.276632063
-0.273245616
-0.269627573
-0.265748036
-0.26163248
-0.257299778
-0.252720246
-0.247867884
-0.242754733
-0.237388719
-0.231753324
-0.22584433
-0.219679479
-0.213266611
-0.206602494
-0.199696034
-0.192558035
-0.185185377
-0.177575338
-0.169729385
-0.161640638
-0.153301101
-0.144707942
-0.135855787
-0.126741105
-0.117365506
-0.107730239
-0.097839105
-0.087698131
-0.077311778
-0.066685187
-0.055821872
-0.044722961
-0.03338848
-0.021815979
-0.010001786
0.00205814
0.014368355
0.026932344
0.039752231
0.05282902
0.066161723
0.079747873
0.0935842
0.10766684
0.121991853
0.136555883
0.151356699
0.166393364
0.181666392
0.197177654
0.212930142
0.22443724
0.22443724
0.228927825
0.245143006
0.261314435
0.277115631
0.292427696
0.307337653
0.322006881
0.33654742
0.350967837
0.365193621
0.379119991
0.392666757
0.405810393
0.418586949
0.431072354
0.443351287
0.455489116
0.467515163
0.479420434
0.491166764
0.502701428
0.513971718
0.524935628
0.535567507
0.545859111
0.555817374
0.565460649
0.574814133
0.583905656
0.592762062
0.60140624
0.609854979
0.618117406
0.626194136
0.634077157
0.641750591
0.649192356
0.656376804
0.663277899
0.669872985
0.676146394
0.682092479
0.687717466
0.693039374
0.698086049
0.702891115
0.707488529
0.71190653
0.716162229
0.720257958
0.724180208
0.727901353
0.731383984
0.73458709
0.737472961
0.740014075
0.742198137
0.744031124
0.745537109
0.74675477
0.747730983
0.748512846
0.749138742
0.749631108
0.749991609
0.750104356
0.750104356
0.750104417
0.750104417
0.750104425
0.750104425
0.750105032
0.750105032
0.750200371
0.750230338
0.750201206
0.750201206
0.750127943
0.750127943
0.750114376
0.750114376
0.75011407
0.75011407
0.750092155
0.750092155
0.750085521
0.75007449
0.75007449
0.750073531
0.750073531
0.750025387
0.750025387
0.750017533
0.750017533
0.749988231
0.749988231
0.749915401
0.749915401
0.749806706
0.749710228
0.749710228
0.749459021
0.749111471
0.748827641
0.748656282
0.748618285
0.748618285
0.748623349
0.748696584
0.748696584
0.748728049
0.748799325
0.748799325
0.748807006
0.748807006
0.748892743
0.748892743
0.748940576
0.749097842
0.749097842
0.749215744
0.749504187
0.74975819
0.74993919
0.750023731
0.750015915
0.750015915
0.750006104
0.74989845
0.749871646
0.749871646
0.749869603
0.749869603
0.749864333
0.749864333
0.749804102
0.749804102
0.749730377
0.749650926
0.749650926
0.749597024
0.749597024
0.749539587
0.749360365
0.749220842
0.749140166
0.749124976
0.749124976
0.749126087
0.74917477
0.749205827
0.749205827
0.749205828
0.749205828
0.749227349
0.749227349
0.749228375
0.749228375
0.749242727
0.749242727
0.749270494
0.749274958
0.749274958
0.749378968
0.749378968
0.749389211
0.749508996
0.749612857
0.749688752
0.749730296
0.74973659
0.749734512
0.749734512
0.749711264
0.749704362
0.749704362
0.749703305
0.749703305
0.749684346
0.749684346
0.749681263
0.749681263
0.749662085
0.749626355
0.749626355
0.749599967
0.749582451
0.749582451
0.749582451
0.749582451
0.749579924
0.749579924
0.749536616
0.749481363
0.749438974
0.749411361
0.749399104
0.749398461
0.749398461
0.749399334
0.749399334
0.749399384
0.749399384
0.749399512
0.749399512
0.749402231
0.749404357
0.749404357
0.749420158
0.749423142
0.749423142
0.74942491
0.74942491
0.749451474
0.749462062
0.749462062
0.749492847
0.749539034
0.74955102
0.74955102
0.74958345
0.749619997
0.749623335
0.749623335
0.749623343
0.749623343
0.749644191
0.749646816
0.749646816
0.749647238
0.749647238
0.749649801
0.749649801
0.749651975
0.749651975
0.749651975
0.749651975
0.74965234
0.749649427
0.749649427
0.749644863
0.749644863
0.7496417
0.749630922
0.749630922
0.74963068
0.74963068
