meanValue,medianValue,standardDeviation,meanAbsoluteDeviation,quantile25,quantile75,signalIQR,sampleSkewness,sampleKurtosis,spectralEntropy,dominantFrequencyValue,dominantFrequencyMagnitude,dominantFrequencyRatio,Error1,Error2,Error3,Error4
4093.21546,3777.062669,674.5823966,476.7408968,3771.487808,3910.891614,139.4038056,2.090362545,5.835197421,-0.33333331,0,0.999999985,0.999999993,0,1,0,0
6897.477342,7716.734166,1022.607001,970.6203909,5564.765509,7721.474509,2156.709,-0.533956748,1.387333111,-0.333333325,0,0.999999996,0.999999996,0,1,0,0
6788.716938,7715.632094,1049.248836,1013.148049,5483.684299,7720.554336,2236.870037,-0.332932441,1.207237003,-0.333333328,0,0.999999997,0.999999997,0,1,0,0
6676.210821,7108.778978,1064.515933,1036.644067,5452.022968,7719.779009,2267.756041,-0.134321352,1.112368755,-0.333333325,0,0.999999996,0.999999996,0,1,0,0
6560.035553,6254.139974,1068.182134,1039.614923,5438.556907,7719.362903,2280.805996,0.067503296,1.100642614,-0.33333333,0,0.999999998,0.999999998,0,1,0,0
6439.788218,5794.82152,1058.613191,1019.569807,5435.333988,7718.863775,2283.529787,0.279057739,1.180165367,-0.333333329,0,0.999999998,0.999999999,0,1,0,0
6314.885187,5579.206046,1033.487718,973.7815893,5430.647945,7716.616836,2285.96889,0.508716334,1.373583797,-0.33333333,0,0.999999999,0.999999999,0,1,0,0
6185.429974,5484.855312,990.3965665,900.2993299,5428.169712,7714.948813,2286.779101,0.768739206,1.72879578,-0.333333318,0,0.999999991,0.999999998,0,1,0,0
6051.328295,5450.565807,925.0823536,796.9351034,5427.514878,6639.884238,1212.36936,1.079718298,2.347551618,-0.333333326,0,0.999999996,0.999999996,0,1,0,0
5911.94764,5438.065585,829.3556084,660.8714565,5426.562126,5953.689161,527.1270353,1.480848901,3.469531548,-0.333333309,0,0.999999986,0.999999994,0,1,0,0
5766.64947,5434.588656,685.9466011,489.1122727,5426.24068,5632.928065,206.6873852,2.058042461,5.776691164,-0.33333332,0,0.999999992,0.999999995,0,1,0,0
5615.440752,5430.332059,446.1899311,281.1431569,5426.082255,5501.399216,75.3169617,2.85752167,10.65310774,-0.333177793,0,0.999831844,0.999934622,0,1,0,0
5482.246071,5428.813688,268.1262242,138.0993755,5425.577887,5454.920065,29.34217786,0.225633572,10.59885366,-0.333251963,0,0.999916904,0.99996766,0,1,0,0
5380.683464,5428.150159,341.9883206,161.5026775,5425.153202,5439.449466,14.29626466,-3.250359396,14.21937705,-0.333304283,0,0.999972706,0.999989626,0,1,0,0
5295.041861,5427.576173,459.3121151,268.2746635,5424.738109,5436.870818,12.13270936,-2.881098278,9.933173785,-0.333323772,0,0.999991785,0.999996593,0,1,0,0
5215.820368,5426.957116,563.4860294,374.5948846,5424.258742,5433.47035,9.211607498,-2.34492918,6.829742898,-0.333330518,0,0.99999776,0.999999161,0,1,0,0
5138.251412,5426.408242,651.4137869,476.9793026,5423.606342,5430.50132,6.894977913,-1.920009523,4.908558812,-0.33333266,0,0.999999505,0.999999838,0,1,0,0
5059.796505,5425.965244,725.4691294,573.3267159,5421.826341,5429.046438,7.220096472,-1.578205832,3.654432349,-0.33333309,0,0.999999836,0.999999916,0,1,0,0
4979.337704,5425.54744,787.8335002,661.9354248,4857.914206,5428.341539,570.4273327,-1.291242809,2.795645776,-0.333333319,0,0.999999992,0.999999995,0,1,0,0
4895.753368,5425.126991,839.9468157,741.3084809,4034.898595,5427.738357,1392.839762,-1.040317222,2.188007999,-0.333333308,0,0.999999984,0.999999996,0,1,0,0
4808.695149,5424.68513,883.0186097,810.16068,3636.207537,5427.091081,1790.883544,-0.813713188,1.753356954,-0.333333286,0,0.99999997,0.99999999,0,1,0,0
4717.91208,5424.131858,917.4317873,866.9863732,3469.827816,5426.46246,1956.634645,-0.60225575,1.444676438,-0.333333293,0,0.999999975,0.999999987,0,1,0,0
4623.395474,5423.590762,943.0352952,909.9374115,3410.697691,5426.350862,2015.65317,-0.399144668,1.235780414,-0.333333322,0,0.999999994,0.999999996,0,1,0,0
4524.435939,5420.106816,959.191867,936.796804,3396.936405,5426.367756,2029.431351,-0.198361314,1.113431775,-0.333333298,0,0.999999977,0.999999991,0,1,0,0
4420.924105,4302.607566,965.102181,945.2911535,3394.792573,5426.352954,2031.560381,0.006072966,1.074737877,-0.3333333,0,0.999999978,0.999999992,0,1,0,0
4312.332529,3710.380423,959.1445997,932.484841,3393.168295,5426.404765,2033.23647,0.220876784,1.127598991,-0.33333329,0,0.999999972,0.999999992,0,1,0,0
4198.170198,3482.923268,939.1964466,895.3128955,3392.21026,5425.728567,2033.518307,0.455035571,1.294899282,-0.333333278,0,0.999999962,0.999999993,0,1,0,0
4078.013774,3410.934441,902.3261895,830.5673327,3391.295373,5424.464497,2033.169124,0.722061547,1.626563688,-0.333333328,0,0.999999997,0.999999997,0,1,0,0
3951.497948,3396.603063,843.6570446,734.6593164,3390.421574,4621.646711,1231.225137,1.045275313,2.231968836,-0.333333302,0,0.999999979,0.999999996,0,1,0,0
3818.105861,3394.48799,754.7633659,603.6179574,3389.618883,3796.102488,406.4836054,1.472836111,3.38607808,-0.333333309,0,0.999999984,0.999999992,0,1,0,0
3677.231535,3393.024182,616.977998,432.7793345,3388.901356,3494.849871,105.9485143,2.124340694,5.9687576,-0.333333285,0,0.999999968,0.999999986,0,1,0,0
6791.315986,7774.251753,1279.786413,1202.466216,5090.557154,7775.706795,2685.149641,-0.627185705,1.494189649,-0.333333311,0,0.999999987,0.999999987,0,1,0,0
6658.033218,7774.001584,1318.382389,1265.18686,4963.75111,7775.632863,2811.881753,-0.424460977,1.273969969,-0.333333329,0,0.999999998,0.999999998,0,1,0,0
6518.715448,7717.939512,1343.548103,1305.722228,4911.512919,7775.640662,2864.127743,-0.224696807,1.141040231,-0.33333333,0,0.999999998,1,0,1,0,0
6372.857462,6342.347126,1354.090911,1320.846245,4894.201154,7775.675734,2881.47458,-0.022097092,1.091390707,-0.333333331,0,0.999999999,0.999999999,0,1,0,0
6219.910911,5514.111545,1348.193701,1306.984274,4884.650884,7775.669975,2891.019091,0.189650644,1.131370065,-0.333333326,0,0.999999996,1,0,1,0,0
6059.418946,5123.764602,1322.961023,1259.972925,4883.407421,7775.27832,2891.870899,0.419079707,1.281184732,-0.333333331,0,0.999999999,1,0,1,0,0
5890.806515,4968.29207,1274.232703,1175.372791,4883.227908,7774.234441,2891.006533,0.678508206,1.585409912,-0.33333333,0,0.999999998,0.999999999,0,1,0,0
5713.416676,4909.109921,1195.74469,1048.526537,4882.541907,6771.573721,1889.031814,0.988724402,2.140518144,-0.33333333,0,0.999999998,0.999999999,0,1,0,0
5526.417621,4892.261647,1075.711513,873.6168254,4881.915408,5670.865415,788.9500073,1.390245813,3.178829689,-0.333333332,0,0.999999999,0.999999999,0,1,0,0
5329.201084,4885.014254,890.6089641,645.1427021,4881.770946,5156.748272,274.9773262,1.975940883,5.388284099,-0.333333332,0,0.999999999,1,0,1,0,0
5121.121506,4884.627411,569.9870053,359.6637349,4881.708125,4970.361837,88.65371188,2.835591553,10.45556626,-0.333082826,0,0.999710736,0.999886942,0,1,0,0
4949.535314,4883.988147,316.5739239,163.8694641,4881.306422,4910.512459,29.20603697,0.482979784,10.64328827,-0.333186601,0,0.999838564,0.999936474,0,1,0,0
4834.840296,4883.445718,377.2015868,172.0032753,4880.993557,4894.74775,13.75419288,-3.352193812,15.20211097,-0.333278985,0,0.999945161,0.999978224,0,1,0,0
4745.700486,4882.942812,497.3659694,280.2807585,4880.711065,4886.702658,5.991592953,-3.042045919,10.9262645,-0.33331843,0,0.999986432,0.999994546,0,1,0,0
4665.931644,4882.464121,605.1867686,388.21678,4880.414827,4885.29407,4.879243373,-2.49817432,7.583167797,-0.333329213,0,0.999996574,0.999998633,0,1,0,0
4588.421242,4882.050617,697.3215465,493.5087052,4880.074008,4884.672886,4.598877358,-2.06445041,5.488341369,-0.33333264,0,0.999999485,0.999999803,0,1,0,0
4509.734554,4881.684726,776.5909869,594.678626,4879.582652,4884.174748,4.59209605,-1.716087868,4.110410999,-0.333333166,0,0.999999887,0.999999942,0,1,0,0
4428.039548,4881.364761,845.1397854,690.2257639,4878.392592,4883.64544,5.252847724,-1.424151389,3.157018471,-0.333333236,0,0.999999935,0.999999977,0,1,0,0
4342.617522,4881.055544,904.2672116,778.6187794,3768.472326,4883.127465,1114.655138,-1.16941835,2.472889509,-0.333333304,0,0.999999981,0.999999995,0,1,0,0
4252.683781,4880.75489,954.6711879,858.2630334,3063.340387,4882.799229,1819.458842,-0.938994459,1.971533959,-0.333333298,0,0.999999977,0.999999989,0,1,0,0
4157.729926,4880.555846,996.6417698,927.2544002,2770.670516,4882.754707,2112.084192,-0.724590467,1.604665611,-0.333333318,0,0.999999991,0.999999992,0,1,0,0
4057.249791,4880.266065,1029.713058,983.2066722,2677.68521,4882.867797,2205.182587,-0.51896533,1.34250146,-0.3333333,0,0.999999979,0.999999991,0,1,0,0
3950.682333,4879.569739,1053.268471,1023.476335,2650.009535,4882.962751,2232.953217,-0.316369393,1.169845207,-0.333333313,0,0.999999987,0.99999999,0,1,0,0
3837.382223,4337.435971,1066.020942,1044.768408,2640.782367,4882.794891,2242.012524,-0.110805834,1.081418866,-0.333333317,0,0.99999999,0.999999995,0,1,0,0
3716.902728,3250.946379,1066.287975,1043.385103,2638.926485,4882.966931,2244.040446,0.10443343,1.082547772,-0.333333307,0,0.999999983,0.999999992,0,1,0,0
3588.216332,2801.356076,1051.142735,1014.522651,2638.520929,4881.639147,2243.118218,0.338444589,1.192912683,-0.333333314,0,0.999999988,0.999999993,0,1,0,0
3450.55051,2677.695946,1016.857872,953.099845,2637.877508,4880.02102,2242.143512,0.604366987,1.457357627,-0.333333307,0,0.999999983,0.999999992,0,1,0,0
3303.312275,2647.468052,957.5076579,853.1573779,2637.347328,4510.433226,1873.085898,0.926277789,1.97791555,-0.333333322,0,0.999999993,0.999999996,0,1,0,0
3145.427399,2641.047198,861.9884429,707.1362938,2637.07532,3230.094406,593.0190858,1.353535796,3.016245716,-0.333333285,0,0.999999966,0.999999994,0,1,0,0
2975.167765,2640.136731,706.2772346,506.1001534,2636.966579,2765.553816,128.587237,2.015076248,5.450150485,-0.333333314,0,0.999999987,0.999999993,0,1,0,0
6734.350003,7729.573735,1305.97531,1225.047529,4993.592077,7732.714386,2739.122309,-0.641139201,1.511551743,-0.333333324,0,0.999999995,0.999999995,0,1,0,0
6598.843068,7727.980431,1346.182163,1290.499118,4858.367145,7732.778712,2874.411567,-0.4381482,1.285286525,-0.33333333,0,0.999999998,0.999999999,0,1,0,0
6456.697184,7724.494593,1372.582566,1333.362663,4809.2947,7732.32046,2923.025759,-0.238130099,1.14659397,-0.33333333,0,0.999999998,0.999999999,0,1,0,0
6307.527491,6342.543502,1384.112853,1350.389889,4786.411346,7731.384653,2944.973307,-0.035497724,1.091331046,-0.333333331,0,0.999999999,1,0,1,0,0
6150.811943,5456.446991,1379.113736,1338.087139,4778.800029,7730.609752,2951.809724,0.176153862,1.125417273,-0.33333333,0,0.999999998,0.999999998,0,1,0,0
5985.925692,5029.811055,1354.23271,1291.715238,4776.623611,7729.374874,2952.751262,0.405333125,1.26856323,-0.333333322,0,0.999999994,0.999999998,0,1,0,0
5812.585218,4863.289793,1305.586767,1206.904245,4774.949598,7726.633414,2951.683816,0.664336487,1.564657871,-0.333333321,0,0.999999993,0.999999999,0,1,0,0
5629.656839,4806.438039,1225.857109,1077.839509,4773.330578,6768.48885,1995.158273,0.973952645,2.108967887,-0.333333327,0,0.999999996,0.999999999,0,1,0,0
5436.600742,4783.298629,1103.417849,898.8916429,4772.24071,5603.507672,831.2669618,1.374812841,3.131853069,-0.333333329,0,0.999999997,0.999999998,0,1,0,0
5233.041626,4778.010334,914.7332481,664.6623752,4770.62914,5057.986121,287.3569815,1.960228134,5.317776808,-0.333333329,0,0.999999998,0.999999999,0,1,0,0
5017.469933,4775.828194,585.171975,369.7232803,4770.201897,4860.89632,90.69442361,2.827081181,10.39399782,-0.333066709,0,0.999689008,0.999878357,0,1,0,0
4851.311036,4774.061448,287.6939205,161.9562153,4769.299418,4805.785098,36.48568044,1.890553298,10.05851727,-0.333171448,0,0.99981939,0.999929521,0,1,0,0
4750.735561,4773.066859,268.2909146,123.5036179,4768.582733,4784.685267,16.10253414,-2.410041301,11.23082913,-0.333271204,0,0.999936386,0.999974921,0,1,0,0
4676.768314,4772.382119,339.2089685,203.0596928,4767.899259,4778.994124,11.09486525,-2.674238114,8.876994069,-0.333316247,0,0.999984273,0.999993698,0,1,0,0
4613.36976,4771.602537,411.0042729,281.7157513,4767.214208,4777.118206,9.90399771,-2.195298193,6.120963962,-0.333329732,0,0.999997035,0.999998784,0,1,0,0
4553.325199,4770.607942,472.3235822,356.5276394,4766.233258,4775.682501,9.449242681,-1.781985322,4.370306967,-0.333332736,0,0.999999567,0.999999784,0,1,0,0
4493.533252,4769.759611,523.9593054,425.8711949,4764.64638,4774.255243,9.608863037,-1.449153997,3.245093345,-0.33333316,0,0.999999881,0.999999958,0,1,0,0
4432.806765,4769.063451,566.8993975,488.3280295,4059.564932,4773.219653,713.6547201,-1.169038618,2.482236178,-0.33333328,0,0.999999965,0.999999989,0,1,0,0
4370.688805,4768.367158,602.193835,542.8568353,3625.234375,4772.522451,1147.288077,-0.923629364,1.950091976,-0.333333315,0,0.999999989,0.999999989,0,1,0,0
4306.708546,4767.65423,630.245195,588.27417,3451.02476,4771.738126,1320.713366,-0.700660574,1.57585374,-0.333333298,0,0.999999978,0.999999986,0,1,0,0
4240.657014,4766.865144,651.8392289,623.9584202,3387.945376,4770.705303,1382.759926,-0.492039959,1.319673973,-0.3333333,0,0.99999998,0.999999985,0,1,0,0
4172.274524,4765.474601,666.5193408,648.4268321,3360.530309,4769.760134,1409.229825,-0.290639726,1.158016233,-0.333333314,0,0.999999989,0.999999993,0,1,0,0
4101.570946,4325.220085,673.9001954,660.3730243,3347.94207,4769.007868,1421.065798,-0.090482553,1.080536674,-0.333333234,0,0.999999933,0.999999972,0,1,0,0
4028.557573,3716.281444,673.6066533,658.6194492,3347.500979,4768.246433,1420.745455,0.114290018,1.087154237,-0.333333293,0,0.999999974,0.999999982,0,1,0,0
3953.079158,3474.529266,665.3496791,642.2810949,3346.554693,4767.781874,1421.227182,0.330440685,1.188751249,-0.333333293,0,0.999999974,0.999999991,0,1,0,0
3874.651872,3391.852464,647.484123,609.5300677,3345.64286,4766.661622,1421.018762,0.56710533,1.412006743,-0.333333275,0,0.999999961,0.999999987,0,1,0,0
3793.418534,3360.618216,618.0197131,558.6911959,3345.22952,4764.659073,1419.429553,0.838486181,1.813414664,-0.333333295,0,0.999999975,0.999999992,0,1,0,0
3709.305465,3349.888908,573.9257078,488.0815518,3345.157316,3955.823714,610.6663983,1.169388183,2.516574813,-0.333333312,0,0.999999987,0.999999989,0,1,0,0
3622.02905,3349.275625,509.7520124,395.9187821,3345.093623,3540.596973,195.5033503,1.609975815,3.828747068,-0.333333319,0,0.999999992,0.999999993,0,1,0,0
3530.947064,3348.215019,413.6255763,280.540572,3344.946073,3407.311195,62.36512169,2.283999936,6.725604173,-0.333333308,0,0.999999984,0.999999988,0,1,0,0
6823.106234,7767.430445,1217.800464,1147.5939,5210.145692,7771.623672,2561.47798,-0.602438234,1.46331662,-0.333333322,0,0.999999993,0.999999993,0,1,0,0
6695.365627,7766.562749,1253.092329,1204.836578,5098.375785,7770.83757,2672.461785,-0.400271413,1.253970176,-0.333333331,0,0.999999999,0.999999999,0,1,0,0
6562.179638,7533.071647,1275.584903,1240.707691,5054.62756,7769.765409,2715.137849,-0.200958019,1.131284409,-0.33333333,0,0.999999998,1,0,1,0,0
6423.20782,6294.41863,1284.002076,1252.127411,5038.047406,7768.846216,2730.79881,0.00129934,1.091640763,-0.333333326,0,0.999999996,0.999999998,0,1,0,0
6278.253215,5569.607085,1276.613031,1235.867758,5029.249776,7767.980519,2738.730743,0.213131843,1.141924093,-0.33333333,0,0.999999998,1,0,1,0,0
6126.939146,5235.725668,1251.256831,1188.737435,5027.643643,7767.720643,2740.077,0.442618738,1.30306777,-0.333333326,0,0.999999996,0.999999997,0,1,0,0
5968.459975,5100.790388,1203.850927,1106.563098,5026.653248,7766.872598,2740.21935,0.702261113,1.620558457,-0.333333324,0,0.999999995,0.999999998,0,1,0,0
5802.215203,5051.853267,1128.476922,985.1746438,5025.901156,6724.753167,1698.852012,1.012803962,2.192315951,-0.33333333,0,0.999999998,0.999999999,0,1,0,0
5627.532759,5037.111813,1014.41176,819.7568432,5024.985544,5735.63083,710.6452864,1.414676746,3.253427055,-0.333333328,0,0.999999997,0.999999999,0,1,0,0
5443.951306,5028.609847,839.9213705,605.560942,5024.838157,5276.156069,251.3179121,1.999723818,5.494752022,-0.333333319,0,0.999999991,1,0,1,0,0
5250.47425,5027.53171,539.6513136,339.7915189,5024.083345,5107.96679,83.88344496,2.848805007,10.54868575,-0.333108987,0,0.999745276,0.999900425,0,1,0,0
5090.689688,5026.816474,296.33771,156.108247,5023.193639,5055.054445,31.86080642,0.762905645,10.24665133,-0.333205382,0,0.99986173,0.999946055,0,1,0,0
4982.086625,5026.315474,343.9037152,159.835005,5022.432993,5038.374733,15.94174019,-3.158926269,14.0215622,-0.333286214,0,0.999953314,0.999981501,0,1,0,0
4896.484828,5025.857043,453.9718906,262.7243257,5021.629765,5030.216565,8.58680011,-2.907957042,10.10720699,-0.333320431,0,0.999988459,0.999995358,0,1,0,0
4819.546884,5025.336932,553.4689962,364.9974254,5020.768765,5028.273427,7.504661899,-2.375276467,6.966404765,-0.33333016,0,0.999997426,0.999998988,0,1,0,0
4744.995696,5024.665765,637.5950705,463.6029735,5019.753446,5027.553738,7.80029151,-1.947291816,5.005953453,-0.333332577,0,0.999999434,0.999999803,0,1,0,0
4669.699299,5023.893738,709.0208147,556.847147,5018.563247,5026.962588,8.399341206,-1.604464052,3.73143221,-0.333333135,0,0.999999864,0.999999947,0,1,0,0
4592.161197,5023.180606,769.8307845,643.3033838,4605.179061,5026.4643,421.2852398,-1.317078427,2.857893657,-0.333333235,0,0.999999934,0.999999976,0,1,0,0
4511.531724,5022.437973,821.3460102,721.5228885,3710.790224,5025.996885,1315.206661,-1.066372907,2.238891888,-0.333333322,0,0.999999994,0.999999996,0,1,0,0
4427.431171,5021.571435,864.1768918,789.9966679,3273.457206,5025.460119,1752.002913,-0.839265469,1.792033485,-0.33333323,0,0.999999928,0.999999986,0,1,0,0
4339.460357,5020.613913,898.5358099,847.0051257,3103.706437,5025.075407,1921.36897,-0.627178322,1.471881,-0.333333307,0,0.999999983,0.999999996,0,1,0,0
4247.548793,5019.407159,924.4141678,890.7943689,3055.965625,5025.166371,1969.200746,-0.42337975,1.252244808,-0.333333272,0,0.999999958,0.999999991,0,1,0,0
4151.311977,5018.834443,941.2751297,919.1989674,3036.628758,5025.247441,1988.618683,-0.221875476,1.11964441,-0.33333331,0,0.999999985,0.999999995,0,1,0,0
4050.060455,4027.255644,948.1724687,929.714432,3032.499895,5025.335201,1992.835306,-0.016892972,1.07102263,-0.333333279,0,0.999999965,0.999999984,0,1,0,0
3943.145533,3361.354832,943.1949276,919.0495105,3031.628193,5024.665633,1993.03744,0.198590278,1.113794642,-0.333333303,0,0.99999998,0.999999994,0,1,0,0
3830.505317,3118.954732,924.4135586,884.1379434,3031.434388,5023.322482,1991.888094,0.433685509,1.270656139,-0.333333314,0,0.999999988,0.999999993,0,1,0,0
3711.321535,3055.978717,889.049955,821.7255492,3030.371583,5022.135836,1991.764253,0.701654271,1.590971778,-0.333333276,0,0.999999963,0.99999997,0,1,0,0
3585.536748,3037.867254,832.032307,727.6663937,3029.576857,4312.404297,1282.827439,1.02702185,2.185353848,-0.333333319,0,0.999999992,0.999999993,0,1,0,0
3452.64572,3035.245239,744.3951624,597.3101929,3029.365668,3427.529507,398.1638387,1.459551179,3.333821829,-0.333333312,0,0.999999986,0.999999987,0,1,0,0
3311.427134,3034.02205,606.3560153,424.9075225,3029.256193,3123.395452,94.13925898,2.126381527,5.95507076,-0.333333241,0,0.999999936,0.999999974,0,1,0,0
7332.315539,7723.617604,455.3410871,437.7213751,6764.889567,7732.676788,967.7872215,-0.36640441,1.245469686,-0.333333323,0,0.999999994,0.999999994,0,1,0,0
7282.175772,7508.289767,464.0940313,450.3620649,6746.83702,7732.170376,985.3333555,-0.167933625,1.136012045,-0.333333315,0,0.99999999,0.99999999,0,1,0,0
7231.597091,7142.107442,467.3332601,453.8194451,6734.403777,7731.381592,996.9778146,0.029394036,1.109040637,-0.333333328,0,0.999999997,0.999999997,0,1,0,0
7180.363684,6938.590891,465.0575254,447.8630957,6725.975403,7729.072989,1003.097586,0.230739362,1.166176258,-0.333333326,0,0.999999996,0.999999996,0,1,0,0
7128.274052,6826.579524,456.8115767,432.1180697,6719.559027,7726.555391,1006.996364,0.442317757,1.318916002,-0.33333333,0,0.999999998,0.999999998,0,1,0,0
7075.075183,6767.599479,441.8007471,406.0880967,6716.627179,7723.167131,1006.539952,0.672008311,1.593380786,-0.333333329,0,0.999999998,0.999999998,0,1,0,0
7021.367987,6746.908655,419.2807023,369.7668694,6716.16545,7435.212771,719.0473209,0.93224128,2.042961559,-0.333333307,0,0.999999985,0.999999985,0,1,0,0
6967.227182,6734.316003,388.2742148,323.4207208,6715.749318,7093.962259,378.2129412,1.242326951,2.776607414,-0.333333316,0,0.99999999,0.99999999,0,1,0,0
6912.619824,6725.095695,346.1886953,266.9969852,6715.387375,6903.301012,187.9136367,1.637996669,4.040459526,-0.333333284,0,0.99999997,0.99999997,0,1,0,0
6857.045065,6719.401143,287.0103991,199.9807367,6714.879556,6808.254883,93.37532619,2.188315419,6.474267574,-0.333333298,0,0.999999979,0.999999979,0,1,0,0
6800.230999,6717.371432,192.9630169,122.4776866,6714.506887,6759.920123,45.41323564,2.839562404,10.69934784,-0.333303847,0,0.999973611,0.999973611,0,1,0,0
6733.145146,6716.582392,175.4890241,75.71537498,6714.124531,6742.255093,28.13056228,-2.322524841,16.58681758,-0.333322969,0,0.999991455,0.999991455,0,1,0,0
6658.008072,6716.067845,302.1736533,150.4185727,6713.783018,6733.238188,19.45516907,-3.498942851,14.74054855,-0.333329682,0,0.999997197,0.999997197,0,1,0,0
6581.370893,6715.487408,428.7155237,258.4313119,6713.323505,6724.322924,10.99941927,-2.792839675,9.363157111,-0.333332308,0,0.999999277,0.999999277,0,1,0,0
6504.044919,6715.070256,535.4764353,366.3639818,6712.595396,6719.461632,6.866235584,-2.232289749,6.319940014,-0.333332837,0,0.999999662,0.999999662,0,1,0,0
6425.645396,6714.70423,624.0066474,469.2585326,6711.812845,6717.510295,5.697450198,-1.80912816,4.506115076,-0.333333242,0,0.999999943,0.999999943,0,1,0,0
6345.392244,6714.357657,697.5455643,564.5399358,6709.92306,6716.770611,6.847550652,-1.47209313,3.342099901,-0.333333313,0,0.999999988,0.999999998,0,1,0,0
6262.892839,6714.024215,758.3155471,650.2622729,5805.208449,6716.199708,910.9912584,-1.189630873,2.554582272,-0.333333234,0,0.999999935,0.999999991,0,1,0,0
6178.160959,6713.656331,808.2262513,725.238305,5249.740717,6715.598868,1465.858151,-0.942546182,2.00503675,-0.333333322,0,0.999999993,0.999999998,0,1,0,0
6091.184907,6713.093103,848.0233184,787.9425959,4970.624346,6715.159768,1744.535422,-0.718485656,1.618022826,-0.333333313,0,0.999999988,0.999999994,0,1,0,0
6001.824124,6712.738122,878.5776901,837.3381727,4850.457863,6715.1923,1864.734437,-0.509004322,1.351538415,-0.333333326,0,0.999999996,0.999999998,0,1,0,0
5909.447756,6711.751198,899.8293854,871.8423266,4801.364622,6715.204617,1913.839995,-0.307577863,1.181877753,-0.333333324,0,0.999999995,0.999999995,0,1,0,0
5813.628083,6121.620465,911.4493062,889.8711023,4776.018384,6714.84118,1938.822796,-0.108310309,1.097394235,-0.333333323,0,0.999999994,0.999999998,0,1,0,0
5714.408509,5378.872425,912.9208834,889.8715538,4773.085915,6714.385238,1941.299323,0.094543757,1.096544761,-0.333333325,0,0.999999995,0.999999999,0,1,0,0
5611.706339,5013.173063,903.1090735,870.0116276,4771.646881,6713.957315,1942.310435,0.307810638,1.188496235,-0.33333333,0,0.999999998,0.999999999,0,1,0,0
5505.274782,4857.589949,880.6681081,828.6637102,4770.102341,6713.823944,1943.721603,0.540073854,1.397678573,-0.333333317,0,0.99999999,0.999999998,0,1,0,0
5394.960716,4801.659528,842.2415328,762.9778169,4768.562531,6710.208621,1941.64609,0.804488252,1.77550528,-0.333333316,0,0.999999989,0.999999998,0,1,0,0
5280.629557,4775.669596,784.1378641,671.1658693,4767.470413,5706.235543,938.7651299,1.123206907,2.432575557,-0.333333319,0,0.999999992,0.999999995,0,1,0,0
5161.912044,4772.878254,699.4867654,551.2727773,4766.316521,5136.996892,370.6803706,1.538608445,3.631855806,-0.333333326,0,0.999999996,0.999999999,0,1,0,0
5038.705415,4771.249969,574.2375974,401.7704478,4765.201662,4897.962061,132.7603982,2.149275982,6.154773105,-0.333333301,0,0.99999998,0.999999994,0,1,0,0
6670.342254,7725.97651,1419.541163,1323.07302,4769.102489,7728.710025,2959.607536,-0.691714975,1.578848296,-0.333333323,0,0.999999994,0.999999998,0,1,0,0
6524.306046,7724.683609,1466.203868,1399.43495,4595.869184,7728.242321,3132.373137,-0.48784323,1.330619977,-0.333333321,0,0.999999993,0.999999997,0,1,0,0
6370.384224,7723.440212,1498.672905,1452.644654,4531.150708,7727.873082,3196.722374,-0.287327264,1.171248775,-0.33333333,0,0.999999998,0.999999999,0,1,0,0
6207.553395,6544.453095,1515.090855,1478.318943,4506.86902,7727.224845,3220.355824,-0.08442587,1.095422985,-0.333333327,0,0.999999997,0.999999997,0,1,0,0
6035.589146,5398.315502,1513.356489,1471.973549,4500.200536,7726.565396,3226.36486,0.127386521,1.108036119,-0.333333326,0,0.999999996,0.999999998,0,1,0,0
5854.094014,4825.331231,1490.483248,1428.623366,4496.506705,7725.723234,3229.216529,0.356395177,1.227639176,-0.333333322,0,0.999999993,0.999999998,0,1,0,0
5661.605602,4600.506196,1441.389057,1342.025882,4493.497491,7723.973089,3230.475598,0.614784755,1.496067479,-0.333333326,0,0.999999996,0.999999997,0,1,0,0
5457.190158,4527.35647,1357.604801,1204.650483,4490.674137,6928.64322,2437.969083,0.923646765,2.005612933,-0.333333319,0,0.999999991,0.999999998,0,1,0,0
5239.893204,4505.545363,1225.505458,1008.713261,4489.223436,5502.947762,1013.724326,1.324195026,2.982022766,-0.333333328,0,0.999999997,0.999999998,0,1,0,0
5008.491344,4498.389254,1016.673291,745.7350117,4489.012326,4821.836526,332.8242006,1.912248782,5.105956355,-0.333333327,0,0.999999996,0.999999999,0,1,0,0
4761.874004,4496.902193,645.6873002,409.0492026,4488.805493,4587.035617,98.2301239,2.807195517,10.24664923,-0.333001442,0,0.999599535,0.999844011,0,1,0,0
4578.074617,4494.866893,301.9444642,171.9204545,4487.388828,4521.974644,34.58581556,2.167498128,10.40024771,-0.333116013,0,0.999747333,0.999902218,0,1,0,0
4474.948748,4493.066739,258.1273105,116.5685742,4486.352342,4505.731143,19.37880093,-2.165444033,10.69040839,-0.333249784,0,0.999910808,0.999966063,0,1,0,0
4402.769744,4491.61335,319.2912749,190.8806417,4485.376912,4500.010883,14.63397097,-2.649287456,8.789178854,-0.333311632,0,0.999979397,0.99999191,0,1,0,0
4342.438917,4490.328003,385.5139835,264.4131433,4484.213235,4498.348202,14.13496673,-2.188087037,6.087054737,-0.333329704,0,0.999996986,0.999998767,0,1,0,0
