Time,outerFrame1.frame_a.r_0[1],outerFrame1.frame_a.r_0[2],outerFrame1.frame_a.r_0[3],"outerFrame1.frame_a.R.T[1, 1]","outerFrame1.frame_a.R.T[1, 2]","outerFrame1.frame_a.R.T[1, 3]","outerFrame1.frame_a.R.T[2, 1]","outerFrame1.frame_a.R.T[2, 2]","outerFrame1.frame_a.R.T[2, 3]","outerFrame1.frame_a.R.T[3, 1]","outerFrame1.frame_a.R.T[3, 2]","outerFrame1.frame_a.R.T[3, 3]",Revolute1.frame_a.r_0[1],Revolute1.frame_a.r_0[2],Revolute1.frame_a.r_0[3],"Revolute1.frame_a.R.T[1, 1]","Revolute1.frame_a.R.T[1, 2]","Revolute1.frame_a.R.T[1, 3]","Revolute1.frame_a.R.T[2, 1]","Revolute1.frame_a.R.T[2, 2]","Revolute1.frame_a.R.T[2, 3]","Revolute1.frame_a.R.T[3, 1]","Revolute1.frame_a.R.T[3, 2]","Revolute1.frame_a.R.T[3, 3]",innerFrame1.frame_a.r_0[1],innerFrame1.frame_a.r_0[2],innerFrame1.frame_a.r_0[3],"innerFrame1.frame_a.R.T[1, 1]","innerFrame1.frame_a.R.T[1, 2]","innerFrame1.frame_a.R.T[1, 3]","innerFrame1.frame_a.R.T[2, 1]","innerFrame1.frame_a.R.T[2, 2]","innerFrame1.frame_a.R.T[2, 3]","innerFrame1.frame_a.R.T[3, 1]","innerFrame1.frame_a.R.T[3, 2]","innerFrame1.frame_a.R.T[3, 3]",Revolute2.frame_a.r_0[1],Revolute2.frame_a.r_0[2],Revolute2.frame_a.r_0[3],"Revolute2.frame_a.R.T[1, 1]","Revolute2.frame_a.R.T[1, 2]","Revolute2.frame_a.R.T[1, 3]","Revolute2.frame_a.R.T[2, 1]","Revolute2.frame_a.R.T[2, 2]","Revolute2.frame_a.R.T[2, 3]","Revolute2.frame_a.R.T[3, 1]","Revolute2.frame_a.R.T[3, 2]","Revolute2.frame_a.R.T[3, 3]",innerRotor1.frame_a.r_0[1],innerRotor1.frame_a.r_0[2],innerRotor1.frame_a.r_0[3],"innerRotor1.frame_a.R.T[1, 1]","innerRotor1.frame_a.R.T[1, 2]","innerRotor1.frame_a.R.T[1, 3]","innerRotor1.frame_a.R.T[2, 1]","innerRotor1.frame_a.R.T[2, 2]","innerRotor1.frame_a.R.T[2, 3]","innerRotor1.frame_a.R.T[3, 1]","innerRotor1.frame_a.R.T[3, 2]","innerRotor1.frame_a.R.T[3, 3]"
25.1,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.126176993,0.992007745,0,-0.992007745,-0.126176993,0,-0.019840155,-0.00252354,1,0,0,0,-0.126176993,0.992007745,0,-0.992007745,-0.126176993,0,-0.019840155,-0.00252354,0.088842026,-0.125678055,0.988085078,-0.996045729,-0.01120982,0.088131978,0,-0.992007745,-0.126176993
25.2,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.134842634,0.990867026,0,-0.990867026,-0.134842634,0,-0.019817341,-0.002696853,1,0,0,0,-0.134842634,0.990867026,0,-0.990867026,-0.134842634,0,-0.019817341,-0.002696853,-0.399589478,0.12360946,-0.908322052,0.916694196,0.053881698,-0.395940038,0,-0.990867026,-0.134842634
25.3,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.143479576,0.989653278,0,-0.989653278,-0.143479576,0,-0.019793066,-0.002869592,1,0,0,0,-0.143479576,0.989653278,0,-0.989653278,-0.143479576,0,-0.019793066,-0.002869592,0.660894641,-0.107678365,0.742713702,-0.750478696,-0.094824883,0.654056548,0,-0.989653278,-0.143479576
25.4,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.15212444,0.988361348,0,-0.988361348,-0.15212444,0,-0.019767227,-0.003042489,1,0,0,0,-0.15212444,0.988361348,0,-0.988361348,-0.15212444,0,-0.019767227,-0.003042489,-0.853014997,0.079391676,-0.515812347,0.521886401,0.129764429,-0.843087052,0,-0.988361348,-0.15212444
25.5,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.160728894,0.986998593,0,-0.986998593,-0.160728894,0,-0.019739972,-0.003214578,1,0,0,0,-0.160728894,0.986998593,0,-0.986998593,-0.160728894,0,-0.019739972,-0.003214578,0.966261974,-0.041397534,0.25421259,-0.257561249,-0.155306218,0.953699209,0,-0.986998593,-0.160728894
25.6,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.169341837,0.985557376,0,-0.985557376,-0.169341837,0,-0.019711148,-0.003386837,1,0,0,0,-0.169341837,0.985557376,0,-0.985557376,-0.169341837,0,-0.019711148,-0.003386837,-0.999857502,-0.002858699,0.016637425,-0.016881234,0.169317707,-0.985416936,0,-0.985557376,-0.169341837
25.7,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.177934518,0.98404233,0,-0.98404233,-0.177934518,0,-0.019680847,-0.00355869,1,0,0,0,-0.177934518,0.98404233,0,-0.98404233,-0.177934518,0,-0.019680847,-0.00355869,0.960202306,0.04969808,-0.274848382,0.279305446,-0.170853134,0.944879714,0,-0.98404233,-0.177934518
25.8,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.186503035,0.982454385,0,-0.982454385,-0.186503035,0,-0.019649088,-0.003730061,1,0,0,0,-0.186503035,0.982454385,0,-0.982454385,-0.186503035,0,-0.019649088,-0.003730061,-0.858674196,-0.095586877,0.503529318,-0.512521829,0.160145344,-0.843608229,0,-0.982454385,-0.186503035
25.9,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.195083307,0.980786676,0,-0.980786676,-0.195083307,0,-0.019615734,-0.003901666,1,0,0,0,-0.195083307,0.980786676,0,-0.980786676,-0.195083307,0,-0.019615734,-0.003901666,0.709487258,0.13747877,-0.691178283,0.704718264,-0.138409121,0.695855649,0,-0.980786676,-0.195083307
26,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.203622332,0.979049511,0,-0.979049511,-0.203622332,0,-0.01958099,-0.004072447,1,0,0,0,-0.203622332,0.979049511,0,-0.979049511,-0.203622332,0,-0.01958099,-0.004072447,-0.527998195,-0.172925348,0.831453384,-0.849245492,0.107512224,-0.516936375,0,-0.979049511,-0.203622332
26.1,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.212169128,0.977232961,0,-0.977232961,-0.212169128,0,-0.019544659,-0.004243383,1,0,0,0,-0.212169128,0.977232961,0,-0.977232961,-0.212169128,0,-0.019544659,-0.004243383,0.328811803,0.200371563,-0.922894379,0.944395467,-0.069763714,0.321325732,0,-0.977232961,-0.212169128
26.2,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.220697046,0.975342409,0,-0.975342409,-0.220697046,0,-0.019506848,-0.004413941,1,0,0,0,-0.220697046,0.975342409,0,-0.975342409,-0.220697046,0,-0.019506848,-0.004413941,-0.124645867,-0.218975894,0.967736,-0.992201294,0.027508975,-0.1215724,0,-0.975342409,-0.220697046
26.3,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.229187452,0.973382305,0,-0.973382305,-0.229187452,0,-0.019467646,-0.004583749,1,0,0,0,-0.229187452,0.973382305,0,-0.973382305,-0.229187452,0,-0.019467646,-0.004583749,-0.073889232,0.228560957,-0.97072152,0.997266455,0.016934485,-0.071922471,0,-0.973382305,-0.229187452
26.4,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.237679892,0.971343538,0,-0.971343538,-0.237679892,0,-0.019426871,-0.004753598,1,0,0,0,-0.237679892,0.971343538,0,-0.971343538,-0.237679892,0,-0.019426871,-0.004753598,0.258758236,-0.229585018,0.938261635,-0.965942118,-0.06150163,0.251343141,0,-0.971343538,-0.237679892
26.5,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.246136015,0.969235298,0,-0.969235298,-0.246136015,0,-0.019384706,-0.00492272,1,0,0,0,-0.246136015,0.969235298,0,-0.969235298,-0.246136015,0,-0.019384706,-0.00492272,-0.424442069,0.222865109,-0.877599039,0.905455095,0.10447048,-0.411384235,0,-0.969235298,-0.246136015
26.6,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.254580965,0.967051463,0,-0.967051463,-0.254580965,0,-0.019341029,-0.005091619,1,0,0,0,-0.254580965,0.967051463,0,-0.967051463,-0.254580965,0,-0.019341029,-0.005091619,0.56775575,-0.209570303,0.796073926,-0.823197065,-0.144539807,0.549049029,0,-0.967051463,-0.254580965
26.7,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.263007633,0.964793753,0,-0.964793753,-0.263007633,0,-0.019295875,-0.005260153,1,0,0,0,-0.263007633,0.964793753,0,-0.964793753,-0.263007633,0,-0.019295875,-0.005260153,-0.687488472,0.190994904,-0.70062868,0.726195291,0.180814716,-0.663284583,0,-0.964793753,-0.263007633
26.8,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.271428178,0.962458697,0,-0.962458697,-0.271428178,0,-0.019249174,-0.005428564,1,0,0,0,-0.271428178,0.962458697,0,-0.962458697,-0.271428178,0,-0.019249174,-0.005428564,0.783986298,-0.168496676,0.597473308,-0.620778128,-0.212795973,0.754554432,0,-0.962458697,-0.271428178
26.9,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.279816973,0.960053364,0,-0.960053364,-0.279816973,0,-0.019201067,-0.005596339,1,0,0,0,-0.279816973,0.960053364,0,-0.960053364,-0.279816973,0,-0.019201067,-0.005596339,-0.858797209,0.143354622,-0.49185039,0.512315678,0.240306035,-0.824491149,0,-0.960053364,-0.279816973
27,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.288185652,0.957574556,0,-0.957574556,-0.288185652,0,-0.019151491,-0.005763713,1,0,0,0,-0.288185652,0.957574556,0,-0.957574556,-0.288185652,0,-0.019151491,-0.005763713,0.914226388,-0.116773919,0.38801284,-0.405203791,-0.263466928,0.875439927,0,-0.957574556,-0.288185652
27.1,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.296528556,0.955023987,0,-0.955023987,-0.296528556,0,-0.01910048,-0.005930571,1,0,0,0,-0.296528556,0.955023987,0,-0.955023987,-0.296528556,0,-0.01910048,-0.005930571,-0.95303308,0.089808484,-0.289244508,0.302866223,0.282601522,-0.910169452,0,-0.955023987,-0.296528556
27.2,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.304848364,0.9524009,0,-0.9524009,-0.304848364,0,-0.019048018,-0.006096967,1,0,0,0,-0.304848364,0.9524009,0,-0.9524009,-0.304848364,0,-0.019048018,-0.006096967,0.978163993,-0.063358024,0.197941818,-0.207834556,-0.298191693,0.931604268,0,-0.9524009,-0.304848364
27.3,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.313144215,0.949705586,0,-0.949705586,-0.313144215,0,-0.018994112,-0.006262884,1,0,0,0,-0.313144215,0.949705586,0,-0.949705586,-0.313144215,0,-0.018994112,-0.006262884,-0.992544128,0.038167841,-0.11575565,0.121885826,0.310809452,-0.942624703,0,-0.949705586,-0.313144215
27.4,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.321426796,0.94693443,0,-0.94693443,-0.321426796,0,-0.018938689,-0.006428536,1,0,0,0,-0.321426796,0.94693443,0,-0.94693443,-0.321426796,0,-0.018938689,-0.006428536,0.998933988,-0.014837558,0.043711957,-0.046161546,-0.321084151,0.945924986,0,-0.94693443,-0.321426796
27.5,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.329696609,0.944086938,0,-0.944086938,-0.329696609,0,-0.018881739,-0.006593932,1,0,0,0,-0.329696609,0.944086938,0,-0.944086938,-0.329696609,0,-0.018881739,-0.006593932,-0.999825285,-0.006162769,0.017647103,-0.018692243,0.329639006,-0.943921991,0,-0.944086938,-0.329696609
27.6,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.337912677,0.941177466,0,-0.941177466,-0.337912677,0,-0.018823549,-0.006758254,1,0,0,0,-0.337912677,0.941177466,0,-0.941177466,-0.337912677,0,-0.018823549,-0.006758254,0.997378799,0.024450338,-0.068100752,0.072356973,-0.33702694,0.938710451,0,-0.941177466,-0.337912677
27.7,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.346111335,0.938193447,0,-0.938193447,-0.346111335,0,-0.018763869,-0.006922227,1,0,0,0,-0.346111335,0.938193447,0,-0.938193447,-0.346111335,0,-0.018763869,-0.006922227,-0.993394133,-0.03971708,0.107659878,-0.114752323,0.343824969,-0.931995866,0,-0.938193447,-0.346111335
27.8,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.354283591,0.935138031,0,-0.935138031,-0.354283591,0,-0.018702761,-0.007085672,1,0,0,0,-0.354283591,0.935138031,0,-0.935138031,-0.354283591,0,-0.018702761,-0.007085672,0.989294569,0.051701443,-0.136466907,0.145932368,-0.350490832,0.925126975,0,-0.935138031,-0.354283591
27.9,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.362417423,0.932015886,0,-0.932015886,-0.362417423,0,-0.018640318,-0.007248348,1,0,0,0,-0.362417423,0.932015886,0,-0.932015886,-0.362417423,0,-0.018640318,-0.007248348,-0.986123442,-0.060166266,0.154727428,-0.166013724,0.357388317,-0.919082714,0,-0.932015886,-0.362417423
28,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.370545774,0.928814206,0,-0.928814206,-0.370545774,0,-0.018576284,-0.007410915,1,0,0,0,-0.370545774,0.928814206,0,-0.928814206,-0.370545774,0,-0.018576284,-0.007410915,0.984555234,0.064873021,-0.162611445,0.175074244,-0.364822781,0.914468888,0,-0.928814206,-0.370545774
28.1,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.378631508,0.925547503,0,-0.925547503,-0.378631508,0,-0.01851095,-0.00757263,1,0,0,0,-0.378631508,0.925547503,0,-0.925547503,-0.378631508,0,-0.01851095,-0.00757263,-0.984897872,-0.065554862,0.16024588,-0.17313631,0.372913367,-0.911569766,0,-0.925547503,-0.378631508
28.2,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.386692949,0.922208525,0,-0.922208525,-0.386692949,0,-0.01844417,-0.007733859,1,0,0,0,-0.386692949,0.922208525,0,-0.922208525,-0.386692949,0,-0.01844417,-0.007733859,0.987083659,0.061950396,-0.147743018,0.160205652,-0.381698291,0.910296965,0,-0.922208525,-0.386692949
28.3,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.394734741,0.918795126,0,-0.918795126,-0.394734741,0,-0.018375903,-0.007894695,1,0,0,0,-0.394734741,0.918795126,0,-0.918795126,-0.394734741,0,-0.018375903,-0.007894695,-0.990676999,-0.053775397,0.125169051,-0.136231731,0.391054628,-0.910229198,0,-0.918795126,-0.394734741
28.4,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.402740285,0.915314297,0,-0.915314297,-0.402740285,0,-0.018306286,-0.008054806,1,0,0,0,-0.402740285,0.915314297,0,-0.915314297,-0.402740285,0,-0.018306286,-0.008054806,0.994875181,0.040721352,-0.092548068,0.101110699,-0.400676314,0.910623477,0,-0.915314297,-0.402740285
28.5,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.410698893,0.911771034,0,-0.911771034,-0.410698893,0,-0.018235421,-0.008213978,1,0,0,0,-0.410698893,0.911771034,0,-0.911771034,-0.410698893,0,-0.018235421,-0.008213978,-0.998498686,-0.022496311,0.049942877,-0.054775678,0.410082305,-0.910402179,0,-0.911771034,-0.410698893
28.6,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.418637763,0.908153304,0,-0.908153304,-0.418637763,0,-0.018163066,-0.008372755,1,0,0,0,-0.418637763,0.908153304,0,-0.908153304,-0.418637763,0,-0.018163066,-0.008372755,0.999996152,-0.001161331,0.002519281,-0.002774071,-0.418636153,0.908149809,0,-0.908153304,-0.418637763
28.7,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.426556323,0.904461001,0,-0.904461001,-0.426556323,0,-0.01808922,-0.008531126,1,0,0,0,-0.426556323,0.904461001,0,-0.904461001,-0.426556323,0,-0.01808922,-0.008531126,-0.99744351,0.030481456,-0.064632234,0.071459393,0.425465836,-0.902148756,0,-0.904461001,-0.426556323
28.8,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.434426223,0.90070742,0,-0.90070742,-0.434426223,0,-0.018014148,-0.008688524,1,0,0,0,-0.434426223,0.90070742,0,-0.90070742,-0.434426223,0,-0.018014148,-0.008688524,0.988557506,-0.065530797,0.135866741,-0.150844478,-0.429455304,0.890401081,0,-0.90070742,-0.434426223
28.9,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.442266921,0.896883477,0,-0.896883477,-0.442266921,0,-0.01793767,-0.008845338,1,0,0,0,-0.442266921,0.896883477,0,-0.896883477,-0.442266921,0,-0.01793767,-0.008845338,-0.970742244,0.106198865,-0.215363174,0.240123917,0.429327183,-0.870642679,0,-0.896883477,-0.442266921
29,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.450083933,0.892986256,0,-0.892986256,-0.450083933,0,-0.017859725,-0.009001679,1,0,0,0,-0.450083933,0.892986256,0,-0.892986256,-0.450083933,0,-0.017859725,-0.009001679,0.941170786,-0.152097441,0.301767992,-0.337931283,-0.423605849,0.840452576,0,-0.892986256,-0.450083933
29.1,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.457857051,0.889025827,0,-0.889025827,-0.457857051,0,-0.017780517,-0.009157141,1,0,0,0,-0.457857051,0.889025827,0,-0.889025827,-0.457857051,0,-0.017780517,-0.009157141,-0.896893191,0.202486008,-0.3931692,0.44224722,0.410648871,-0.797361211,0,-0.889025827,-0.457857051
29.2,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.465601338,0.884994573,0,-0.884994573,-0.465601338,0,-0.017699891,-0.009312027,1,0,0,0,-0.465601338,0.884994573,0,-0.884994573,-0.465601338,0,-0.017699891,-0.009312027,0.835037085,-0.256170905,0.486918406,-0.550193663,-0.388794384,0.739003289,0,-0.884994573,-0.465601338
29.3,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.473301978,0.880900242,0,-0.880900242,-0.473301978,0,-0.017618005,-0.00946604,1,0,0,0,-0.473301978,0.880900242,0,-0.880900242,-0.473301978,0,-0.017618005,-0.00946604,-0.753065634,0.31140686,-0.579584264,0.657945402,0.356427454,-0.663375699,0,-0.880900242,-0.473301978
29.4,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.480968593,0.876737824,0,-0.876737824,-0.480968593,0,-0.017534756,-0.009619372,1,0,0,0,-0.480968593,0.876737824,0,-0.876737824,-0.480968593,0,-0.017534756,-0.009619372,0.648900516,-0.365956142,0.667086368,-0.760873262,-0.312100768,0.568915626,0,-0.876737824,-0.480968593
29.5,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.48860173,0.872506934,0,-0.872506934,-0.48860173,0,-0.017450139,-0.009772035,1,0,0,0,-0.48860173,0.872506934,0,-0.872506934,-0.48860173,0,-0.017450139,-0.009772035,-0.52133083,0.416950561,-0.744557853,0.853354654,0.254723146,-0.454864764,0,-0.872506934,-0.48860173
29.6,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.496204552,0.868205645,0,-0.868205645,-0.496204552,0,-0.017364113,-0.009924091,1,0,0,0,-0.496204552,0.868205645,0,-0.868205645,-0.496204552,0,-0.017364113,-0.009924091,0.370499525,-0.460890991,0.806417755,-0.928832656,-0.183843551,0.321669779,0,-0.868205645,-0.496204552
29.7,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.503754273,0.863846996,0,-0.863846996,-0.503754273,0,-0.01727694,-0.010075085,1,0,0,0,-0.503754273,0.863846996,0,-0.863846996,-0.503754273,0,-0.01727694,-0.010075085,-0.19824791,0.493755713,-0.846701283,0.98015191,0.099868232,-0.171255862,0,-0.863846996,-0.503754273
29.8,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.511286227,0.859410492,0,-0.859410492,-0.511286227,0,-0.01718821,-0.010225725,1,0,0,0,-0.511286227,0.859410492,0,-0.859410492,-0.511286227,0,-0.01718821,-0.010225725,0.008485178,-0.51126782,0.859379554,-0.999964,-0.004338355,0.007292251,0,-0.859410492,-0.511286227
29.9,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.518746364,0.85492819,0,-0.85492819,-0.518746364,0,-0.017098564,-0.010374927,1,0,0,0,-0.518746364,0.85492819,0,-0.85492819,-0.518746364,0,-0.017098564,-0.010374927,0.192528873,0.509041299,-0.838933602,0.981291309,-0.099873653,0.164598361,0,-0.85492819,-0.518746364
30,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.526190543,0.850366693,0,-0.850366693,-0.526190543,0,-0.017007334,-0.010523811,1,0,0,0,-0.526190543,0.850366693,0,-0.850366693,-0.526190543,0,-0.017007334,-0.010523811,-0.395913257,-0.483194417,0.780881456,-0.918287914,0.208325812,-0.336671447,0,-0.850366693,-0.526190543
30.1,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.533601616,0.845735961,0,-0.845735961,-0.533601616,0,-0.016914719,-0.010672032,1,0,0,0,-0.533601616,0.845735961,0,-0.845735961,-0.533601616,0,-0.016914719,-0.010672032,0.590338208,0.430699743,-0.682640851,0.807155995,-0.315005422,0.499270252,0,-0.845735961,-0.533601616
30.2,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.540963189,0.84104627,0,-0.84104627,-0.540963189,0,-0.016820925,-0.010819264,1,0,0,0,-0.540963189,0.84104627,0,-0.84104627,-0.540963189,0,-0.016820925,-0.010819264,-0.762393831,-0.350064484,0.544252242,-0.647113318,0.412426998,-0.641208488,0,-0.84104627,-0.540963189
30.3,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.548276296,0.836297257,0,-0.836297257,-0.548276296,0,-0.016725945,-0.010965526,1,0,0,0,-0.548276296,0.836297257,0,-0.836297257,-0.548276296,0,-0.016725945,-0.010965526,0.897314954,0.242004135,-0.369133949,0.44139084,-0.49197652,0.750422035,0,-0.836297257,-0.548276296
30.4,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.555568011,0.831471097,0,-0.831471097,-0.555568011,0,-0.016629422,-0.01111136,1,0,0,0,-0.555568011,0.831471097,0,-0.831471097,-0.555568011,0,-0.016629422,-0.01111136,-0.980181809,-0.110058039,0.164714448,-0.198100028,0.544557658,-0.814992844,0,-0.831471097,-0.555568011
30.5,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.562785162,0.826603207,0,-0.826603207,-0.562785162,0,-0.016532064,-0.011255703,1,0,0,0,-0.562785162,0.826603207,0,-0.826603207,-0.562785162,0,-0.016532064,-0.011255703,0.997589733,-0.039050655,0.057356518,-0.069388211,-0.5614287,0.824610872,0,-0.826603207,-0.562785162
30.6,0,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,1,0,0,0,1,-0.231,0,0,1,0,0,0,-0.569975269,0.821661848,0,-0.821661848,-0.569975269,0,-0.016433237,-0.011399505,1,0,0,0,-0.569975269,0.821661848,0,-0.821661848,-0.569975269,0,-0.016433237,-0.011399505,-0.939544065,0.195175503,-0.28136004,0.342428021,0.535516881,-0.771987513,0,-0.821661848,-0.569975269
